’овар;Ћбозначение;ЊодификациЯ;Љол-во;Ќа заказы;Џоставщик
Џластрон средний ‘‚;ЌѓЉ.745418.640-03;<>;1; ;Љрабер ЋЋЋ
Џлата контактнаЯ;RELAY CARD-MC;RELAY CARD-MS (плата сухих контактов);2; ;Ђ‹Ђ‘ ЏЉ”
Џлата монтажнаЯ 2000х600 мм;R5PCE2060;<>;8; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џлата монтажнаЯ 2000х800 мм;R5PCE2080;<>;10; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џлата монтажнаЯ релейного отсека =800 ‚=500;R5RCB805 Ќќ’‡;<>;1; ;Љрабер ЋЋЋ
Џлатик;‚ќ 261.1-09.002;<>;28; ;Њ…’Ђ‹‹ЋЋЃђЂЃЋ’ЉЂ €Љ
Џлатик;‚ќ 261.1-08.002;<>;42; ;Њ…’Ђ‹‹ЋЋЃђЂЃЋ’ЉЂ €Љ
Џлатформа;ЌѓЉ.745532.152;<>;3; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа;’Ђѓ.745532.070;<>;3; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа верхнЯЯ;’Ђѓ.745532.008;<>;20; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа верхнЯЯ;’Ђѓ.745532.008-‹;<>;275; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа нижнЯЯ;’Ђѓ.745532.013-‹;<>;275; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа нижнЯЯ;’Ђѓ.745532.013;<>;20; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа среднЯЯ;ЌѓЉ.745512.755-‹;<>;297; ;•ђЋЊЋ‘ €нжиниринг
Џлатформа среднЯЯ;ЌѓЉ.745512.755;<>;20; ;•ђЋЊЋ‘ €нжиниринг
Џленка ORACAL; ;<>;1; ;ЂртЏром-ЌЌ ЉомпаниЯ
Џлечо;ЌѓЉ.745512.2009-01-л;<>;3; ;•ђЋЊЋ‘ €нжиниринг
Џлечо;ЌѓЉ.745512.2009-л;<>;3; ;•ђЋЊЋ‘ €нжиниринг
Џлощадка;Ћ‹Љ-21 18;<>;9; ;‹Ђ‡…ђ-ЌЌ
Џлощадка;Ћ‹Љ-Њ-21 18;<>;43; ;ЏЊЉ ЋЋЋ
Џлощадка;Ћ‹Љ-Њ-01 18;<>;31; ;ЏЊЉ ЋЋЋ
Џлощадка;Ћ‹Љ-21 18;<>;11; ;ЏЊЉ ЋЋЋ
Џлощадка;’ђЉ-21 06.01;<>;4; ;ЏЊЉ ЋЋЋ
Џлощадка;Ћ‹Љ-01 18;<>;37; ;ЏЊЉ ЋЋЋ
Џлощадка;’ђЉ-01 06.01;<>;12; ;ЏЊЉ ЋЋЋ
Џлощадка Ђ‚;ЌѓЉ.745512.1813;<>;10; ;Љрабер ЋЋЋ
Џлощадка ‚‚;ЌѓЉ.301561.198;<>;25; ;ЏЊЉ ЋЋЋ
Џлощадка €ЃЏ;ЌѓЉ.745512.1822;<>;3; ;Љрабер ЋЋЋ
Џлощадка €ЃЏ;ЌѓЉ.745512.1822;<>;2; ;ЏЊЉ ЋЋЋ
Џлощадка концевого выключателЯ;ЌѓЉ.741121.754;<>;10; ;Љрабер ЋЋЋ
Џлощадка креплениЯ ‚‚;Ћ‹Љ-21 10.00 ‘Ѓ;<>;12; ;‹Ђ‡…ђ-ЌЌ
Џлощадка креплениЯ ‚‚;Ћ‹Љ-21 10.00-01 ‘Ѓ;<>;10; ;ЏЊЉ ЋЋЋ
Џлощадка креплениЯ ‚‚;Ћ‹Љ-21 10.00 ‘Ѓ;<>;41; ;ЏЊЉ ЋЋЋ
Џлощадка креплениЯ ‚‚;Ћ‹Љ-01 10.00 ‘Ѓ;<>;64; ;ЏЊЉ ЋЋЋ
Џлощадка под ‡х‡ЌЋ‹Џ(Ћ‹‘Џ);Ћ‹Љ-09 30;<>;13; ;ЏЊЉ ЋЋЋ
Џлощадка под ’‹‘;ЌѓЉ.745571.091;<>;1; ;‹Ђ‡…ђ-ЌЌ
Џлощадка под ’‹‘;ЌѓЉ.745571.091;<>;4; ;ЏЊЉ ЋЋЋ
Џлощадка под ’Ћ‹;ЌѓЉ.745512.615-01;<>;2; ;ЏЊЉ ЋЋЋ
Џлощадка среднЯЯ;Ћ‹Љ-01 Њ22.04;<>;1; ;ЏЊЉ ЋЋЋ
Џлощадка среднЯЯ;Ћ‹Љ-Њ-01 22-01;<>;9; ;ЏЊЉ ЋЋЋ
Џлощадка среднЯЯ;Ћ‹Љ-Њ-21 22-01;<>;4; ;ЏЊЉ ЋЋЋ
Џлощадка среднЯЯ;Ћ‹Љ-Њ-01 22;<>;51; ;ЏЊЉ ЋЋЋ
Џлощадка среднЯЯ;Ћ‹Љ-Њ-21 22;<>;40; ;ЏЊЉ ЋЋЋ
Џлощадка ’ЋЏ;ЌѓЉ.745512.206-‹;<>;6; ;•ђЋЊЋ‘ €нжиниринг
Џлощадка трансформатора;’ђЉ-21 20;<>;2; ;ЏЊЉ ЋЋЋ
Џлощадка трансформатора;’ђЉ-01 20;<>;12; ;ЏЊЉ ЋЋЋ
Џоводок;’Ђѓ.304591.024;<>;14; ;Љрабер ЋЋЋ
Џоводок;’Ђѓ.741344.010;<>;7; ;Љрабер ЋЋЋ
Џоводок;’Ђѓ.741344.011;<>;7; ;Љрабер ЋЋЋ
Џодвес;ЌѓЉ.301532.154;<>;3; ;Љрабер ЋЋЋ
Џодвес;ЌѓЉ.745212.110-02;<>;7; ;Љрабер ЋЋЋ
Џодвес;ЌѓЉ.745212.110-01;<>;7; ;Љрабер ЋЋЋ
Џодвес;ЌѓЉ.301532.154;<>;3; ;’…•ЉЋЊ ЌЌ
Џодвес;ЌѓЉ.745512.2147;<>;2; ;•ђЋЊЋ‘ €нжиниринг
Џодкладка под шину;12.1’Ќ 01.50;<>;36; ;ЏЊЉ ЋЋЋ
Џодложка;ЌѓЉ.745532.150;<>;3; ;•ђЋЊЋ‘ €нжиниринг
Џодмость стеклопластиковаЯ;‘‘„-1,0Џ;<>;6; ;ќ‹‹…‚€Ќ ЋЋЋ
Џодставка;‚Ѓ.Љ104.1-02.001;<>;6; ;•ђЋЊЋ‘ €нжиниринг
Џодставка;Љ252.1ЌЌ-22.00.000;<>;1; ;ќлектротехника (Њ…•.–…•)
Џодставка;Љ111.26-22.00.000;<>;1; ;ќлектротехника (Њ…•.–…•)
Џодставка;Љ101.1-22.00.000;<>;34; ;ќлектротехника (Њ…•.–…•)
"Џодставка длЯ щита закрытого типа серии ""’""";1200х120х300;<>;6; ;Џ’-Ђ‹њџЌ‘
Џолка;ЌѓЉ.745512.2193;<>;2; ;ЏЊЉ ЋЋЋ
Џолка;ЌѓЉ.745512.2127;<>;28; ;ЏЊЉ ЋЋЋ
Џолка;ЌѓЉ.745512.2123;<>;28; ;ЏЊЉ ЋЋЋ
Џолка 2’’ ’Џ‹-47 ‚‚;ЌѓЉ.745512.2181;<>;10; ;ЏЊЉ ЋЋЋ
Џолка 3’’;ЌѓЉ.745512.2100;<>;25; ;ЏЊЉ ЋЋЋ
Џолка 3’’ ’Џ‹-Ќ’‡-10-11‚;ЌѓЉ.745512.1926;<>;9; ;ЏЊЉ ЋЋЋ
Џолка автомата;ЌѓЉ.745418.304;<>;4; ;Љрабер ЋЋЋ
Џолка автомата;ЌѓЉ.745418.010-‹;<>;29; ;•ђЋЊЋ‘ €нжиниринг
Џолка автоматов;ЌѓЉ.745532.218;<>;75; ;•ђЋЊЋ‘ €нжиниринг
Џолка Ћ‹‘Џ;ЌѓЉ.745512.2188;<>;2; ;ЏЊЉ ЋЋЋ
Џолка ‘ђ;ЌѓЉ.745512.2100-01;<>;1; ;ЏЊЉ ЋЋЋ
Џолка стационарнаЯ L=600мм чернаЯ ITK;FS05-600PI-R;<>;2; ;’оледо ‘Љ
Џолоса;Љ117.1-01.05.001;<>;13; ;Њ…’Ђ‹‹ЋЋЃђЂЃЋ’ЉЂ €Љ
Џолоса;Љ101.1-01.05.001;<>;12; ;Њ…’Ђ‹‹ЋЋЃђЂЃЋ’ЉЂ €Љ
Џолоса;Љ101.1-01.05.002;<>;25; ;Њ…’Ђ‹‹ЋЋЃђЂЃЋ’ЉЂ €Љ
Џолоса;40х4;<>;475; ;…ђ€
Џолоса 4х40;ЊЏЋ-00.047;<>;1; ;ЏЊЉ ЋЋЋ
Џолоса 4х40;‘ЏЋ-00.046;<>;1; ;ЏЊЉ ЋЋЋ
Џолоса заземлениЯ;Љ101.1-01.05.000;<>;2; ;Љрабер ЋЋЋ
Џолоса заземлениЯ;Љ117.1-01.05.000;<>;2; ;ЏЊЉ ЋЋЋ
Џолоса заземлениЯ;ЌѓЉ.745512.1254;<>;1; ;ќлектротехника (Њ…•.–…•)
Џолоса заземлениЯ;Љ117.1-01.05.000;<>;15; ;ќлектротехника (Њ…•.–…•)
Џолоса заземлениЯ;Љ101.1-01.05.000;<>;56; ;ќлектротехника (Њ…•.–…•)
Џолотно противопожарное; ;<>;6; ;Џ’-Ђ‹њџЌ‘
Џолумуфта;€’…Ђ.741124.554;<>;291; ;’…•ЉЋЊ ЌЌ
Џолумуфта;€’…Ђ.741124.556;<>;291; ;’…•ЉЋЊ ЌЌ
Џолумуфта;ЌѓЉ.741121.823;<>;6; ;’…•ЉЋЊ ЌЌ
Џоперечина;ЌѓЉ.745512.1905-01-л;<>;20; ;•ђЋЊЋ‘ €нжиниринг
Џоперечина;ЌѓЉ.745512.1905-л;<>;20; ;•ђЋЊЋ‘ €нжиниринг
Џоручень;ЊЏЋ-00.088;<>;2; ;ЏЊЉ ЋЋЋ
Џоручень;ЊЏЋ-00.111;<>;2; ;ЏЊЉ ЋЋЋ
Џост кнопочный;ЏЉ…-222 2 “2 IP54;<>;1; ;’оледо ‘Љ
Џочтовые расходы; ;<>;7; ;„Њ‡
Џочтовые расходы; ;<>;1; ;€Џ ‚ласов Ђндрей ћрьевич
Џочтовые расходы; ;<>;17; ;Њеандр ’„
Џочтовые расходы; ;<>;1; ;‘’Ђ‹њ’…•‘…ђ‚€‘ ЋЋЋ
Џочтовые расходы; ;<>;22; ;•артинг ЋЋЋ
Џочтовые расходы; ;<>;2; ;—€Џ и „€Џ
Џочтовые расходы; ;<>;3; ;…ђ€
Џочтовые расходы; ;<>;1; ;ќнергоЊонтажЂвтоматика-ќЏ
Џредохранитель;ЏЉЌ 001-10/ ЏЌ 01-10;<>;156; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉЌ 001-35 “1;<>;60; ;ЏЋ‹€Њ…ђ-ЂЏЏЂђЂ’ ЂЋ
Џредохранитель;187000 630 ЊЂ;<>;3; ;ќлектрощит-Љ ЋЋЋ
Џредохранитель;12 kV XXA 63kA (50кЂ документально);12kV 40A 50kA/63кЂ;3; ;‘наб-‘Џ
Џредохранитель;12 kV XXA 63kA (50кЂ документально);12kV 50A 50kA/63кЂ;3; ;‘наб-‘Џ
Џредохранитель;12 kV XXA 63kA (50кЂ документально);12kV 6A 50kA/63кЂ;3; ;‘наб-‘Џ
Џредохранитель;12 kV XXA 63kA (50кЂ документально);12kV 80A 50kA/63кЂ;3; ;‘наб-‘Џ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-10-10-31,5;6; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-10-3,2-31,5;3; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-10-5-31,5;39; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-10-8-31,5;9; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-6-5-20;3; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-6-5-40;15; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-6-8-20;6; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’101-xx-x-x “‡/Џ’ 1.1-xx-x-x “‡;Џредохранитель ЏЉ’ 101-6-8-40;21; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’102-xx-x-x “‡;Џредохранитель ЏЉ’ 102-6-31,5-31,5;3; ;ѓђЂЌ’ќЉ-ќ‹ ЋЋЋ
Џредохранитель;ЏЉ’102-xx-x-x “‡;Џредохранитель Џ’ 1.2-6-31,5-20;3; ;Ѓ€ЌЂЃ€
Џредохранитель длЯ Ћђ“-35;ЏЉ’ 101-хх-х-х “1;ЏЉ’ 101-35-5-8 “1;60; ;ЏЋ‹€Њ…ђ-ЂЏЏЂђЂ’ ЂЋ
Џредохранитель-разъединитель длЯ Џ‚– 10x38 2Џ  (с индикацией) EKF; ;<>;3; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џредохранитель-разъединитель длЯ Џ‚– 10x38 3Џ  (с индикацией) EKF; ;<>;4; ;’оледо ‘Љ
Џредохранитель-разъединитель длЯ Џ‚– 10x38 3Џ  (с индикацией) EKF; ;<>;4; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џреобразователь;…’321;<>;2; ;ќнергоЊонтажЂвтоматика-ќЏ
Џреобразователь;…’311;<>;22; ;ќнергоЊонтажЂвтоматика-ќЏ
Џреобразователь;…’411;<>;4; ;ќнергоЊонтажЂвтоматика-ќЏ
Џреобразователь измерительный;SATEC PM175-LED-U-5-50HZ-ACDC-ETH;<>;2; ;Џ‹– Ђ‘ ЋЋЋ USD
Џреобразователь измерительный;SATEC PM130P-PLUS-5-50Hz-H-ACDC-870;<>;2; ;Џ‹– Ђ‘ ЋЋЋ USD
Џреобразователь измерительный;SATEC PM175-LED-U-5-50HZ-ACDC-ETH;<>;2; ;’„ “ќ’
Џреобразователь измерительный;–Џ 8507/2 10000/100‚, 600/5Ђ, Ia кр, U ab зел, ђ жел, 4-20мЂ-2реле-2RS;<>;4; ;”ирма ЉомплектациЯ
Џреобразователь измерительный;–Џ 8507/2 10000/100‚, 150/5Ђ, Ia кр, U ab зел, ђ жел, 4-20мЂ-2реле-2RS;<>;4; ;”ирма ЉомплектациЯ
Џреобразователь измерительный;–Џ 8507/2 10000/100‚, 400/5Ђ, Ia кр, U ab зел, ђ жел, 4-20мЂ-2реле-2RS;<>;1; ;”ирма ЉомплектациЯ
Џреобразователь измерительный многофункциональный;ќЌ€Џ-2-45/400-24-Ђ2…0-21;<>;1; ;’„ “ќ’
Џреобразователь измерительный многофункциональный;ќЌ€Џ-2-45/100-220-Ђ2…0-11;<>;44; ;ќнергосервис €– ЋЋЋ
Џреобразователь измерительный многофункциональный;ќЌ€Џ-2-45/100-220-Ђ‡…4-21;<>;2; ;ќнергосервис €– ЋЋЋ
Џреобразователь измерительный многофункциональный;ќЌ€Џ-2-45/100-220-Ђ2…0-21;<>;11; ;ќнергосервис €– ЋЋЋ
Џреобразователь измерительный тока;…842/1;<>;3; ;”ирма ЉомплектациЯ
Џреобразователь измерительный тока;…854Њ/2‘ 0-5Ђ;<>;6; ;”ирма ЉомплектациЯ
Џреобразователь измерительный тока;…854ќ‹ 0-500‚-24‚Ќ-‚-x1RS;<>;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џреобразователь интерфейса;Џ€-2(RS-485/USB1.1);<>;1; ;Ђ‹ЊЂ‡-ЂЊЏ…ђ ЋЋЋ
Џреобразователь интерфейса;Џ€-1;<>;1; ;Ќ€’Ђ
Џрибор длЯ измерениЯ показателей качества электрической энергии;ђесурс-ЏЉќ-1.7-ви-S;<>;2; ;ќЌ…ђѓЋ’…•Ќ€ЉЂ ЋЋЋ ЌЏЏ
Џрибор предварительного контролЯ сопротивлениЯ изолЯции + компл.Љ‚5(1 шт) и Љ‚3(3 шт);ЏЏЉ‘€-01;<>;2; ;ЌЋ‚Ђ’…Љ-ќ‹…Љ’ђЋ
Џрибор приемно-контрольный охранно-пожарный;‘игнал-20Џ SMD;<>;1; ;ЊЂѓЂ‡€Ќ 01
Џрибор приемно-контрольный охранно-пожарный;‘2000-4;<>;2; ;’€ЌЉЋ ’„
Џрибор приемно-контрольный охранно-пожарный;‘игнал-20Џ SMD;‘игнал -10;4; ;Ќ…Љ‘’ ’„
Џрибор приемно-контрольный охранно-пожарный;‘игнал-20Џ SMD;‘игнал -10;1; ;’€ЌЉЋ ’„
Џрибор щитовой цифровой электроизмерительный;™Љ96-6Љ‚/100‚,6Љ‚/100‚,6Љ‚/100‚-4,0-220‚“-RS-00--†-0,5;<>;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ96Џ-150Ђ/5Ђ-230‚-1RS-12(‚)-Љ-0,5 ЋЋ;<>;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Љ96-1500Ђ/5Ђ,1500Ђ/5Ђ,1500Ђ/5Ђ-4,0-220‚“-RS-00-Љ-0,5;<>;5; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ120Џ-400Ђ/5Ђ-220‚“-1RS-х-Љ-0,5;<>;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ120Џ-1000Ђ/5Ђ-220‚“-1RS-х-Љ-0,5 ЋЋ;<>;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Њ-120-10000/100‚-200/5Ђ-220‚“-RS06-RE-4Џ-K-х-х;<>;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Љ96-300Ђ/5Ђ,300Ђ/5Ђ,300Ђ/5Ђ-4,0-220‚“-RS-00-Љ-0,5;<>;14; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ96Џ-1500Ђ/5Ђ-220‚“-1RS-х-Љ-0,5;<>;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ96Џ-50Ђ/5Ђ-230‚-1RS-12(‚)-Љ-0,5 ЋЋ;<>;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Љ96-35к‚/100‚,35к‚/100‚,35к‚/100‚-4,0-220‚“-RS-00-Љ-0,5;<>;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Љ96-150Ђ/5Ђ,150Ђ/5Ђ,150Ђ/5Ђ-4,0-220‚“-RS-00-Љ-0,5;<>;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ96Џ-150Ђ/5Ђ-230‚-1RS-12(‚)-Љ-0,5 ЋЋ;™Џ96Џ-150Ђ/5Ђ-220‚“-1RS-х-Љ-0,5 ЋЋ;2; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џрибор щитовой цифровой электроизмерительный;™Џ96Џ-200Ђ/5Ђ-220‚“-1RS-x-Љ-0,5 ЋЋ;™Џ96Џ-200Ђ/5Ђ-220‚“-1RS-12(‚)-Љ-0,5 ЋЋ;1; ;ќ‹…Љ’ђЋЏђ€ЃЋђ ЋЂЋ
Џривод;Љ101.1-04.00.000;<>;14; ;’…•ЉЋЊ ЌЌ
Џривод;Љ111.26-04.00.000;<>;1; ;’…•ЉЋЊ ЌЌ
Џривод;Љ111.26-04.00.000;<>;1; ;ќлектротехника (Њ…•.–…•)
Џривод ѓЌ линейного разъединителЯ;Џђ-10;<>;148; ;Љонтактэлектро
Џривод ѓЌ шинного разъединителЯ;Џђ-10;<>;162; ;Љонтактэлектро
Џривод длЯ ‚Ќ‚ђ;Џђ‘-10;<>;4; ;Ѓ…’’Ђ ЏЉ
Џривод ‡Ќ линейного разъединителЯ;Џђ-10;<>;220; ;Љонтактэлектро
Џривод ‡Ќ шинного разъединителЯ;Џђ-10;<>;227; ;Љонтактэлектро
Џривод моторный длЯ взвода пружины~/= 230‚  (Legrand);7006122;<>;1; ;’оледо ‘Љ
Џрижим кабельный с контактом ќЊ‘;CL 15 EMC;<>;11; ;‚озврат с производства
Џрижим кабельный с контактом ќЊ‘;CL 15 EMC;<>;140; ;‘’ђЋ‰ќЌ…ђѓЋ ЋЋЋ
Џрижим кабельный с контактом ќЊ‘;CL 20 EMC;<>;135; ;‘’ђЋ‰ќЌ…ђѓЋ ЋЋЋ
Џрижим кабельный с контактом ќЊ‘;CL 10 EMC;<>;20; ;ќлектро-‹айн ЋЋЋ
Џримыкание;ЌѓЉ.745512.2216;<>;2; ;Љрабер ЋЋЋ
Џрипой;ЏЋ‘ 61 d = 3мм;<>;40; ;’оледо ‘Љ
Џриставка контактнаЯ;ЏЉ€-22;<>;2; ;‚озврат с производства
Џриставка контактнаЯ;ЏЉ€-22;<>;53; ;’оледо ‘Љ
Џритвор длЯ внешней двери =600 мм;R5TOEM60;<>;58; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џритвор длЯ внешней двери =800 мм;R5TOEM80;<>;12; ;ќ‹…Љ’ђЋ’…•ЊЋЌ’Ђ† ’„ ЋЋЋ
Џровод;ЉЏ‘ќнг(Ђ)FRLS 1х2х0,5;<>;200; ;Џровод Џромышленный
Џровод;ЃЏ‚‹ 50,00;<>;2; ;Џровод Џромышленный
Џровод;Ђ‘ 120/19;<>;45; ;Џровод Џромышленный
Џровод;Џ‚‡х6 (белый);<>;100; ;’оледо ‘Љ
Џровод;Џ‚‘ 4х1;<>;300; ;’оледо ‘Љ
Џровод;Џ‚‡х4 (белый);<>;600; ;’оледо ‘Љ
Џровод;Џ‚‡х2,5 кр/син/зел/жел;<>;900; ;’оледо ‘Љ
Џровод;Џ‚3х0,5 (белый);<>;7950; ;’оледо ‘Љ
Џровод;ЉЏ‘ќнг(Ђ)-FRHF 2х2х0,75;<>;40; ;’оледо ‘Љ
Џровод;Џ‚3х10 (белый);<>;300; ;’оледо ‘Љ
Џровод;Џ‚‡х4 ж-з;<>;1200; ;’оледо ‘Љ
Џровод;Џ‚3х50 (белый);<>;630; ;’оледо ‘Љ
Џровод;Џ‚‡х1 (белый);<>;124250; ;’оледо ‘Љ
Џровод;Џ‚3х16 (белый);<>;1000; ;’оледо ‘Љ
Џровод;Џ‚‡х1,5 (белый);<>;21000; ;’оледо ‘Љ
Џровод;Џ‚‡х2,5 ж-з;<>;7000; ;’оледо ‘Љ
Џровод;Џ‚‘ 2х0,75;<>;1900; ;’оледо ‘Љ
Џровод;Џ‚‡х1 кр/син/зел/жел;<>;500; ;’оледо ‘Љ
Џровод;Џ‚‡х4 кр/син/зел/жел;<>;300; ;’оледо ‘Љ
Џровод;Џ‚3х35 (белый);<>;600; ;’оледо ‘Љ
Џровод;Џуѓ‚ 1х25 белый;<>;60; ;’оледо ‘Љ
Џровод;Џ‚‡х2,5 (черный);<>;46000; ;’оледо ‘Љ
Џровод;Џ‚‡х25 ж-з;<>;444; ;’оледо ‘Љ
Џровод;ЉЏ‘ќнг(Ђ)FRLS 1х2х0,5;<>;650; ;’оледо ‘Љ
Џровод (аналог Џ“ѓ‚1*10);Џ‚3х10 ж-з;<>;500; ;’оледо ‘Љ
Џровод длЯ датчика дуговой защиты  L=5м (ЉѓЏќф‚м);„„‡-01;<>;1; ;Њикропроцессорные технологии
Џровод длЯ датчика дуговой защиты L=10м (ЉѓЏќф‚м);„„‡-01;<>;2; ;Њикропроцессорные технологии
Џровод Њѓ25мм  (тросик); ;<>;3030; ;Џровод Џромышленный
Џровод Њѓ4 (тросик); ;<>;300; ;Џровод Џромышленный
Џровод силовой  черный многопроволочный;Џ“ѓ‚нг (Ђ)-LS 1х70;<>;70; ;’оледо ‘Љ
Џровод силовой  черный многопроволочный;Џ“ѓ‚нг (Ђ)-LS 1х10;<>;150; ;’оледо ‘Љ
Џровод силовой белый многопроволочный;Џ“ѓ‚нг (Ђ)-LS 1х35;<>;40; ;’оледо ‘Љ
Џрожектор светодиодный 30 ‚т LED 2100 ‹м;6500Љ;<>;9; ;’оледо ‘Љ
Џрокладка;’Ђѓ.741134.031-‹;<>;602; ;•ђЋЊЋ‘ €нжиниринг
Џрокладка;ЌѓЉ.745571.504-л;<>;1; ;•ђЋЊЋ‘ €нжиниринг
Џрокладка;’Ђѓ.741134.031;<>;36; ;•ђЋЊЋ‘ €нжиниринг
Џроставка;ЌѓЉ.745222.044;<>;8; ;‡авод ‘ќЂ ЏЉЏ
Џроставка;ЌѓЉ.745222.2096;<>;6; ;‡авод ‘ќЂ ЏЉЏ
